-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
-122.74294 47.20000
-122.73912 47.30000
-122.75036 47.40000
-122.77612 47.50000
-122.81591 47.60000
-122.86920 47.70000
-122.93549 47.80000
-123.01425 47.90000
-123.10498 48.00000
-123.20716 48.10000
-123.32028 48.20000
-123.44381 48.30000
-123.57726 48.40000
-123.72011 48.50000
-123.87183 48.60000
-124.03193 48.70000
